id,trip_id,sequence_number,start_bus_stop,end_bus_stop
2911,157,19,000000603,000001165
2912,157,20,000001165,000001163
2913,157,21,000001163,000000489
2914,157,22,000000489,000000478
2915,157,23,000000478,000000590
2916,157,24,000000590,000000705
2917,157,25,000000705,000001249
2918,158,1,000000178,000001404
2919,158,2,000001404,000001225
2920,158,3,000001225,000000248
2921,158,4,000000248,000000250
2922,158,5,000000250,000000252
2923,158,6,000000252,000000254
2924,158,7,000000254,000000260
2925,158,8,000000260,000000262
2926,158,9,000000262,000000264
2927,158,10,000000264,000000266
2928,158,11,000000266,000000268
2929,158,12,000000268,000000246
2930,158,13,000000246,000000244
2931,158,14,000000244,000001443
2932,158,15,000001443,000000242
2933,158,16,000000242,000000240
2934,158,17,000000240,000000313
2935,158,18,000000313,000000315
2936,158,19,000000315,000000798
2937,158,20,000000798,000000320
2938,158,21,000000320,000000800
2939,158,22,000000800,000000322
2940,158,23,000000322,000000802
2941,158,24,000000802,100000044
2942,158,25,100000044,000000795
2943,158,26,000000795,100000015
2944,158,27,100000015,000000793
2945,159,1,000000203,000000279
2946,159,2,000000279,000000286
2947,159,3,000000286,000000288
2948,159,4,000000288,000000293
2949,159,5,000000293,000000299
2950,159,6,000000299,000000266
2951,159,7,000000266,000000268
2952,159,8,000000268,000000246
2953,159,9,000000246,000000244
2954,159,10,000000244,000001443
2955,159,11,000001443,000000242
2956,159,12,000000242,000000240
2957,159,13,000000240,000000313
2958,159,14,000000313,000000315
2959,159,15,000000315,000000319
2960,159,16,000000319,000000323
2961,159,17,000000323,000000600
2962,159,18,000000600,000000325
2963,159,19,000000325,000000327
2964,159,20,000000327,000000329
2965,159,21,000000329,000000592
2966,159,22,000000592,000000594
2967,159,23,000000594,000001168
2968,159,24,000001168,000001170
2969,159,25,000001170,000001172
2970,159,26,000001172,000001174
2971,159,27,000001174,000001176
2972,159,28,000001176,000001178
2973,159,29,000001178,000001250
2974,160,1,000000281,000000369
2975,160,2,000000369,000000371
2976,160,3,000000371,000000414
2977,160,4,000000414,000000416
2978,160,5,000000416,000001430
2979,160,6,000001430,000000482
2980,160,7,000000482,000000486
2981,160,8,000000486,000000484
2982,160,9,000000484,000000603
2983,160,10,000000603,000001165
2984,160,11,000001165,000001163
2985,160,12,000001163,000000489
2986,160,13,000000489,000000478
2987,160,14,000000478,000000590
2988,160,15,000000590,000000317
2989,160,16,000000317,000000319
2990,160,17,000000319,000000323
2991,160,18,000000323,000000600
2992,160,19,000000600,000000325
2993,160,20,000000325,000000327
2994,160,21,000000327,000000329
2995,160,22,000000329,000000592
2996,160,23,000000592,000000594
2997,160,24,000000594,000000596
2998,160,25,000000596,000000744
2999,160,26,000000744,000000743
3000,160,27,000000743,000000741
3001,160,28,000000741,000000739
3002,160,29,000000739,000000737
3003,160,30,000000737,000000735
3004,160,31,000000735,000000733
3005,160,32,000000733,000000731
3006,160,33,000000731,000000729
3007,160,34,000000729,000000727
3008,160,35,000000727,000001251
3009,161,1,000000178,000001404
3010,161,2,000001404,000000154
3011,161,3,000000154,000000276
3012,161,4,000000276,000000273
3013,161,5,000000273,100000039
3014,161,6,100000039,000000279
3015,161,7,000000279,000000281
3016,161,8,000000281,000000369
3017,161,9,000000369,000000371
3018,161,10,000000371,000001012
3019,162,1,000000210,000000211
3020,162,2,000000211,000000213
3021,162,3,000000213,000000216
3022,162,4,000000216,000000263
3023,162,5,000000263,000000261
3024,162,6,000000261,000000256
3025,162,7,000000256,000000271
3026,162,8,000000271,000000305
3027,162,9,000000305,000000417
3028,162,10,000000417,000000413
3029,162,11,000000413,000000373
3030,162,12,000000373,000000375
3031,162,13,000000375,000000377
3032,162,14,000000377,000000379
3033,162,15,000000379,000001401
3034,162,16,000001401,000000381
3035,162,17,000000381,000000383
3036,162,18,000000383,000000385
3037,162,19,000000385,000000387
3038,162,20,000000387,000000389
3039,162,21,000000389,000000391
3040,162,22,000000391,000000393
3041,162,23,000000393,000000784
3042,162,24,000000784,000000395
3043,162,25,000000395,000000397
3044,162,26,000000397,000000611
3045,163,1,000001464,000000531
3046,163,2,000000531,000000534
3047,163,3,000000534,000000538
3048,163,4,000000538,000000540
3049,163,5,000000540,000000542
3050,163,6,000000542,000000545
3051,163,7,000000545,000000547
3052,163,8,000000547,000000772
3053,163,9,000000772,000000774
3054,163,10,000000774,000001446
3055,163,11,000001446,000000405
3056,163,12,000000405,000000400
3057,163,13,000000400,000000373
3058,163,14,000000373,000000375
3059,163,15,000000375,000000377
3060,163,16,000000377,000000379
3061,164,1,000000416,000000306
3062,164,2,000000306,000000304
3063,164,3,000000304,000000301
3064,164,4,000000301,000000266
3065,164,5,000000266,000000268
3066,164,6,000000268,000000246
3067,164,7,000000246,000000244
3068,164,8,000000244,000001443
3069,164,9,000001443,000000242
3070,164,10,000000242,000000240
3071,164,11,000000240,000000313
3072,164,12,000000313,000001255
3073,164,13,000001255,000001257
3074,164,14,000001257,000001342
3075,164,15,000001342,000000330
3076,164,16,000000330,000000332
3077,164,17,000000332,000000900
3078,164,18,000000900,000001297
3079,164,19,000001297,000001449
3080,165,1,000000533,000000531
3081,165,2,000000531,000000534
3082,165,3,000000534,000000538
3083,165,4,000000538,000000540
3084,165,5,000000540,000000542
3085,165,6,000000542,000000282
3086,165,7,000000282,000001002
3087,165,8,000001002,000000286
3088,165,9,000000286,000000290
3089,165,10,000000290,000000414
3090,165,11,000000414,000000363
3091,165,12,000000363,000000421
3092,165,13,000000421,000000419
3093,165,14,000000419,000000422
3094,165,15,000000422,000000424
3095,165,16,000000424,000000428
3096,165,17,000000428,000000430
3097,165,18,000000430,000000432
3098,165,19,000000432,000000433
3099,165,20,000000433,000000435
3100,165,21,000000435,000001230
3101,166,1,000000294,000000201
3102,166,2,000000201,000000307
3103,166,3,000000307,000000290
3104,166,4,000000290,000000292
3105,166,5,000000292,000000305
3106,166,6,000000305,000000417
3107,166,7,000000417,000000363
3108,166,8,000000363,000000421
3109,166,9,000000421,000000419
3110,166,10,000000419,000000422
3111,166,11,000000422,000000769
3112,166,12,000000769,000000767
3113,166,13,000000767,000000765
3114,166,14,000000765,000000763
3115,166,15,000000763,000001244
3116,166,16,000001244,000001363
3117,166,17,000001363,000001213
3118,167,1,000000157,000000639
3119,167,2,000000639,000000274
3120,167,3,000000274,000000273
3121,167,4,000000273,100000039
3122,167,5,100000039,000000279
3123,167,6,000000279,000000281
3124,167,7,000000281,000000369
3125,167,8,000000369,000000371
3126,167,9,000000371,000000373
3127,167,10,000000373,000000375
3128,167,11,000000375,000000377
3129,167,12,000000377,000000379
3130,167,13,000000379,000000614
3131,167,14,000000614,000001227
3132,168,1,000000192,000000191
3133,168,2,000000191,000000219
3134,168,3,000000219,000000659
3135,168,4,000000659,000000221
3136,168,5,000000221,000000218
3137,168,6,000000218,000000223
3138,168,7,000000223,000000269
3139,168,8,000000269,000000267
3140,168,9,000000267,000000265
3141,168,10,000000265,000000263
3142,168,11,000000263,000000261
3143,168,12,000000261,000000177
3144,168,13,000000177,000000182
3145,168,14,000000182,000000165
3146,168,15,000000165,000000164
3147,168,16,000000164,000000162
3148,168,17,000000162,000001396
3149,168,18,000001396,000000005
3150,168,19,000000005,000000007
3151,168,20,000000007,000000008
3152,168,21,000000008,000000010
3153,168,22,000000010,000000019
3154,168,23,000000019,000000047
3155,168,24,000000047,000000049
3156,168,25,000000049,000000051
3157,168,26,000000051,000000053
3158,168,27,000000053,000000055
3159,168,28,000000055,000000057
3160,169,1,000000164,000000163
3161,169,2,000000163,000000166
3162,169,3,000000166,000000167
3163,169,4,000000167,000000168
3164,169,5,000000168,000000176
3165,169,6,000000176,000000259
3166,169,7,000000259,000000307
3167,169,8,000000307,000000290
3168,169,9,000000290,000000292
3169,169,10,000000292,000000305
3170,169,11,000000305,000000417
3171,169,12,000000417,000001012
3172,170,1,000000416,000000306
3173,170,2,000000306,000000270
3174,170,3,000000270,000000257
3175,170,4,000000257,000000177
3176,170,5,000000177,000000182
3177,170,6,000000182,000000165
3178,170,7,000000165,000000164
3179,170,8,000000164,000000162
3180,170,9,000000162,000001396
3181,170,10,000001396,000000005
3182,170,11,000000005,000000007
3183,170,12,000000007,000000008
3184,170,13,000000008,000000010
3185,170,14,000000010,000000019
3186,170,15,000000019,000001412
3187,171,1,000001227,000001341
3188,171,2,000001341,000000380
3189,171,3,000000380,000000378
3190,171,4,000000378,000000376
3191,171,5,000000376,000000374
3192,171,6,000000374,000000372
3193,171,7,000000372,000000938
3194,171,8,000000938,000000289
3195,171,9,000000289,000000288
3196,171,10,000000288,000000258
3197,171,11,000000258,000000251
3198,171,12,000000251,000000155
3199,171,13,000000155,000000153
3200,171,14,000000153,000000152
3201,171,15,000000152,000000150
3202,171,16,000000150,000000148
3203,171,17,000000148,000000005
3204,171,18,000000005,000000007
3205,171,19,000000007,000000008
3206,171,20,000000008,000000010
3207,171,21,000000010,000000019
3208,171,22,000000019,000000021
3209,171,23,000000021,000001306
3210,172,1,000000402,000000400
3211,172,2,000000400,000000414
3212,172,3,000000414,000000416
3213,172,4,000000416,000000306
3214,172,5,000000306,000000270
3215,172,6,000000270,000000257
3216,172,7,000000257,000000198
3217,172,8,000000198,000000196
3218,172,9,000000196,000000194
3219,172,10,000000194,000000141
3220,172,11,000000141,000000139
3221,172,12,000000139,000001294
3222,172,13,000001294,000000642
3223,172,14,000000642,000000640
3224,172,15,000000640,000000116
3225,172,16,000000116,000000625
3226,172,17,000000625,000000113
3227,172,18,000000113,000000125
3228,172,19,000000125,000000655
3229,172,20,000000655,000001279
3230,172,21,000001279,000000127
3231,172,22,000000127,000001609
3232,172,23,000001609,000000131
3233,172,24,000000131,000001281
3234,172,25,000001281,000001239
3235,173,1,000000018,000000011
3236,173,2,000000011,000000009
3237,173,3,000000009,000000006
3238,173,4,000000006,000000004
3239,173,5,000000004,000000147
3240,173,6,000000147,000000149
3241,173,7,000000149,000000151
3242,173,8,000000151,000001403
3243,173,9,000001403,000000671
3244,173,10,000000671,000000180
3245,173,11,000000180,000000628
3246,173,12,000000628,000000555
3247,173,13,000000555,000000702
3248,173,14,000000702,000000543
3249,173,15,000000543,000000548
3250,173,16,000000548,000000551
3251,173,17,000000551,000000552
3252,173,18,000000552,000001427
3253,173,19,000001427,000001233
3254,174,1,000000203,000000193
3255,174,2,000000193,100000010
3256,174,3,100000010,000000248
3257,174,4,000000248,000000250
3258,174,5,000000250,000000198
3259,174,6,000000198,000000196
3260,174,7,000000196,000000194
3261,174,8,000000194,000000141
3262,174,9,000000141,000000139
3263,174,10,000000139,000001294
3264,174,11,000001294,000000642
3265,174,12,000000642,000000640
3266,174,13,000000640,000000115
3267,174,14,000000115,000001245
3268,175,1,000000621,000000773
3269,175,2,000000773,000000771
3270,175,3,000000771,000000546
3271,175,4,000000546,000000544
3272,175,5,000000544,000001337
3273,175,6,000001337,000000541
3274,175,7,000000541,000000539
3275,175,8,000000539,000000535
3276,175,9,000000535,000000532
3277,175,10,000000532,000000636
3278,175,11,000000636,000000724
3279,175,12,000000724,000000560
3280,175,13,000000560,000000635
3281,175,14,000000635,000000005
3282,175,15,000000005,000000007
3283,175,16,000000007,000000008
3284,175,17,000000008,000000010
3285,175,18,000000010,000000019
3286,175,19,000000019,000000047
3287,175,20,000000047,000000049
3288,175,21,000000049,000000051
3289,175,22,000000051,000000061
3290,175,23,000000061,000001410
3291,175,24,000001410,000000065
3292,175,25,000000065,000000067
3293,175,26,000000067,000000069
3294,175,27,000000069,000000071
3295,175,28,000000071,000000074
3296,175,29,000000074,000000076
3297,175,30,000000076,000000078
3298,175,31,000000078,000000080
3299,175,32,000000080,000000082
3300,175,33,000000082,000000084
3301,175,34,000000084,000000086
3302,175,35,000000086,000000088
3303,175,36,000000088,000001338
3304,176,1,000000178,000001406
3305,176,2,000001406,000000150
3306,176,3,000000150,000000148
3307,176,4,000000148,000000005
3308,176,5,000000005,000000007
3309,176,6,000000007,000000008
3310,176,7,000000008,000000010
3311,176,8,000000010,000000019
3312,176,9,000000019,000000047
3313,176,10,000000047,000000049
3314,176,11,000000049,000000051
3315,176,12,000000051,000000061
3316,176,13,000000061,000001410
3317,176,14,000001410,000000091
3318,176,15,000000091,000000093
3319,176,16,000000093,000000095
3320,176,17,000000095,000000135
3321,176,18,000000135,000001282
3322,177,1,000000287,100000131
3323,177,2,100000131,000000202
3324,177,3,000000202,000000258
3325,177,4,000000258,000000198
3326,177,5,000000198,000000196
3327,177,6,000000196,000000194
3328,177,7,000000194,000000141
3329,177,8,000000141,000000139
3330,177,9,000000139,000001294
3331,177,10,000001294,000000642
3332,177,11,000000642,000000640
3333,177,12,000000640,000000116
3334,177,13,000000116,000000625
3335,177,14,000000625,000000113
3336,177,15,000000113,000000106
3337,177,16,000000106,000000108
3338,177,17,000000108,000000110
3339,177,18,000000110,000000118
3340,177,19,000000118,000000120
3341,177,20,000000120,000000122
3342,177,21,000000122,000000630
3343,177,22,000000630,000001231
3344,178,1,000000287,100000131
3345,178,2,100000131,000000202
3346,178,3,000000202,000000258
3347,178,4,000000258,000000198
3348,178,5,000000198,000000196
3349,178,6,000000196,000000194
3350,178,7,000000194,000000141
3351,178,8,000000141,000000139
3352,178,9,000000139,000001294
3353,178,10,000001294,000000642
3354,178,11,000000642,000000640
3355,178,12,000000640,000000115
3356,178,13,000000115,000001245
3357,178,14,000001245,000000956
3358,178,15,000000956,000000106
3359,178,16,000000106,000000108
3360,178,17,000000108,000000110
3361,178,18,000000110,000000118
3362,178,19,000000118,000000120
3363,178,20,000000120,000000122
3364,178,21,000000122,000000630
3365,178,22,000000630,000001231
3366,179,1,000000621,000001446
3367,179,2,000001446,000000405
3368,179,3,000000405,000000400
3369,179,4,000000400,000000414
3370,179,5,000000414,000000416
3371,179,6,000000416,000000306
3372,179,7,000000306,000000270
3373,179,8,000000270,000000257
3374,179,9,000000257,000000177
3375,179,10,000000177,000001001
3376,179,11,000001001,000001184
3377,179,12,000001184,000001183
3378,179,13,000001183,000000186
3379,179,14,000000186,000000184
3380,179,15,000000184,000000005
3381,179,16,000000005,000000007
3382,179,17,000000007,000000008
3383,179,18,000000008,000000010
3384,179,19,000000010,000000013
3385,180,1,000001464,000000531
3386,180,2,000000531,000000534
3387,180,3,000000534,000000538
3388,180,4,000000538,000000540
3389,180,5,000000540,000000542
3390,180,6,000000542,000000282
3391,180,7,000000282,000000279
3392,180,8,000000279,000000281
3393,180,9,000000281,000000369
3394,180,10,000000369,000000371
3395,180,11,000000371,000000373
3396,180,12,000000373,000000375
3397,180,13,000000375,000000377
3398,180,14,000000377,000000379
3399,180,15,000000379,000000614
3400,180,16,000000614,000001227
3401,181,1,000000621,000001446
3402,181,2,000001446,000000405
3403,181,3,000000405,000000400
3404,181,4,000000400,000000372
3405,181,5,000000372,000000370
3406,181,6,000000370,000000286
3407,181,7,000000286,000000288
3408,181,8,000000288,000000258
3409,181,9,000000258,000000177
3410,181,10,000000177,000000169
3411,181,11,000000169,000000170
3412,181,12,000000170,000000171
3413,181,13,000000171,000000165
3414,181,14,000000165,000000164
3415,181,15,000000164,000001535
3416,182,1,000000554,000001426
3417,182,2,000001426,100000029
3418,182,3,100000029,100000030
3419,182,4,100000030,000000576
3420,182,5,000000576,000000549
3421,182,6,000000549,000000542
3422,182,7,000000542,000000282
3423,182,8,000000282,000000202
3424,182,9,000000202,000000258
3425,182,10,000000258,000000177
3426,182,11,000000177,000000169
3427,182,12,000000169,000000170
3428,182,13,000000170,000000171
3429,182,14,000000171,000000165
3430,182,15,000000165,000000164
3431,182,16,000000164,000001535
3432,183,1,000000286,000001349
3433,183,2,000001349,000000203
3434,183,3,000000203,000000283
3435,183,4,000000283,000001337
3436,183,5,000001337,000000541
3437,183,6,000000541,000000539
3438,183,7,000000539,000000535
3439,183,8,000000535,000000720
3440,183,9,000000720,000000528
3441,183,10,000000528,000000717
3442,183,11,000000717,000001312
3443,183,12,000001312,000000530
3444,183,13,000000530,000000526
3445,183,14,000000526,000000524
3446,183,15,000000524,000000522
3447,183,16,000000522,000000517
3448,183,17,000000517,000001272
3449,184,1,000000117,000000114
3450,184,2,000000114,000000641
3451,184,3,000000641,000000643
3452,184,4,000000643,000001295
3453,184,5,000001295,000000140
3454,184,6,000000140,000000142
3455,184,7,000000142,000001436
3456,184,8,000001436,000000195
3457,184,9,000000195,000000197
3458,184,10,000000197,000000199
3459,184,11,000000199,000000177
3460,184,12,000000177,000000182
3461,184,13,000000182,000000165
3462,184,14,000000165,000000164
3463,184,15,000000164,000000163
3464,184,16,000000163,000000166
3465,184,17,000000166,000000703
3466,184,18,000000703,000000150
3467,184,19,000000150,000000148
3468,184,20,000000148,000000634
3469,184,21,000000634,000000561
3470,184,22,000000561,000000725
3471,184,23,000000725,000000533
3472,184,24,000000533,000000531
3473,184,25,000000531,000000720
3474,184,26,000000720,000000528
3475,184,27,000000528,000000717
3476,184,28,000000717,000001312
3477,184,29,000001312,000000530
3478,184,30,000000530,000000526
3479,184,31,000000526,000000524
3480,184,32,000000524,000000522
3481,184,33,000000522,000000517
3482,184,34,000000517,000001272
3483,185,1,000000554,000001426
3484,185,2,000001426,100000029
3485,185,3,100000029,100000030
3486,185,4,100000030,000000576
3487,185,5,000000576,000000549
3488,185,6,000000549,000000542
3489,185,7,000000542,000000282
3490,185,8,000000282,000000286
3491,185,9,000000286,000000290
3492,185,10,000000290,000000292
3493,185,11,000000292,000000304
3494,185,12,000000304,000000301
3495,185,13,000000301,000000265
3496,185,14,000000265,000000215
3497,185,15,000000215,000000214
3498,185,16,000000214,000000212
3499,185,17,000000212,000000210
3500,185,18,000000210,000000208
3501,185,19,000000208,000000205
3502,185,20,000000205,000001439
3503,185,21,000001439,000000678
3504,186,1,000000307,000000287
3505,186,2,000000287,100000131
3506,186,3,100000131,000000193
3507,186,4,000000193,100000010
3508,186,5,100000010,000000155
3509,186,6,000000155,000000153
3510,186,7,000000153,000000152
3511,186,8,000000152,000000150
3512,186,9,000000150,000000148
3513,186,10,000000148,000000005
3514,186,11,000000005,000000007
3515,186,12,000000007,000000008
3516,186,13,000000008,000000010
3517,186,14,000000010,000000019
3518,186,15,000000019,000000047
3519,186,16,000000047,000000049
3520,186,17,000000049,000000051
3521,186,18,000000051,000000061
3522,186,19,000000061,000001410
3523,186,20,000001410,000000091
3524,186,21,000000091,000000093
3525,186,22,000000093,000000095
3526,186,23,000000095,000000135
3527,186,24,000000135,000001282
3528,187,1,000000307,000000287
3529,187,2,000000287,100000131
3530,187,3,100000131,000000193
3531,187,4,000000193,100000010
3532,187,5,100000010,000000155
3533,187,6,000000155,000000153
3534,187,7,000000153,000000152
3535,187,8,000000152,000000150
3536,187,9,000000150,000000148
3537,187,10,000000148,000000005
3538,187,11,000000005,000000007
3539,187,12,000000007,000000008
3540,187,13,000000008,000000010
3541,187,14,000000010,000000019
3542,187,15,000000019,000000047
3543,187,16,000000047,000000049
3544,187,17,000000049,000000051
3545,187,18,000000051,000000061
3546,187,19,000000061,000001410
3547,187,20,000001410,000000091
3548,187,21,000000091,000000093
3549,187,22,000000093,000000095
3550,187,23,000000095,000000135
3551,187,24,000000135,000001282
3552,187,25,000001282,000000940
3553,187,26,000000940,000000942
3554,187,27,000000942,000000945
3555,187,28,000000945,000001348
3556,188,1,000000164,000000163
3557,188,2,000000163,000000166
3558,188,3,000000166,000000167
3559,188,4,000000167,000000168
3560,188,5,000000168,000001001
3561,188,6,000001001,000000274
3562,188,7,000000274,000000273
3563,188,8,000000273,100000039
3564,188,9,100000039,000000283
3565,188,10,000000283,000001337
3566,188,11,000001337,000000541
3567,188,12,000000541,000000539
3568,188,13,000000539,000000535
3569,188,14,000000535,000000532
3570,188,15,000000532,000000533
3571,189,1,000000150,000000148
3572,189,2,000000148,000000005
3573,189,3,000000005,000000007
3574,189,4,000000007,000000008
3575,189,5,000000008,000000010
3576,189,6,000000010,000000019
3577,189,7,000000019,000000047
3578,189,8,000000047,000000049
3579,189,9,000000049,000000051
3580,189,10,000000051,000000061
3581,189,11,000000061,000001410
3582,189,12,000001410,000000065
3583,189,13,000000065,100000042
3584,190,1,000000380,000000378
3585,190,2,000000378,000000376
3586,190,3,000000376,000000374
3587,190,4,000000374,000000372
3588,190,5,000000372,000000370
3589,190,6,000000370,000000585
3590,190,7,000000585,100000131
3591,190,8,100000131,000000283
3592,190,9,000000283,000001337
3593,190,10,000001337,000000541
3594,190,11,000000541,000000557
3595,190,12,000000557,000000629
3596,190,13,000000629,000000628
3597,190,14,000000628,100000032
3598,190,15,100000032,000000672
3599,190,16,000000672,000001437
3600,190,17,000001437,000000559
3601,190,18,000000559,000000533
3602,191,1,000000150,000000148
3603,191,2,000000148,000000005
3604,191,3,000000005,000000007
3605,191,4,000000007,000000008
3606,191,5,000000008,000000010
3607,191,6,000000010,000000019
3608,191,7,000000019,000000047
3609,191,8,000000047,000000049
3610,191,9,000000049,000000051
3611,191,10,000000051,000000061
3612,191,11,000000061,000001410
3613,191,12,000001410,000000065
3614,191,13,000000065,000000067
3615,191,14,000000067,000000069
3616,191,15,000000069,000001370
3617,191,16,000001370,000001368
3618,191,17,000001368,000001366
3619,191,18,000001366,000001371
3620,191,19,000001371,000000950
3621,191,20,000000950,000000952
3622,191,21,000000952,000000954
3623,191,22,000000954,000001348
3624,192,1,000000286,000000288
3625,192,2,000000288,000000203
3626,192,3,000000203,000000279
3627,192,4,000000279,000000308
3628,192,5,000000308,000001339
3629,192,6,000001339,000000619
3630,192,7,000000619,100000046
3631,192,8,100000046,000001376
3632,192,9,000001376,000001520
3633,193,1,000000402,000000400
3634,193,2,000000400,000000373
3635,193,3,000000373,000000375
3636,193,4,000000375,000000377
3637,193,5,000000377,000000379
3638,193,6,000000379,000000583
3639,193,7,000000583,000000426
3640,193,8,000000426,000001205
3641,193,9,000001205,000001207
3642,193,10,000001207,000001209
3643,193,11,000001209,000001211
3644,193,12,000001211,000000770
3645,194,1,000000380,000000378
3646,194,2,000000378,000000376
3647,194,3,000000376,000000374
3648,194,4,000000374,000000401
3649,194,5,000000401,000000406
3650,194,6,000000406,000001445
3651,194,7,000001445,000000775
3652,194,8,000000775,000000777
3653,194,9,000000777,000000779
3654,194,10,000000779,000000548
3655,194,11,000000548,000000551
3656,194,12,000000551,000000552
3657,194,13,000000552,000001427
3658,194,14,000001427,000001233
3659,195,1,000000291,000000289
3660,195,2,000000289,000000287
3661,195,3,000000287,100000131
3662,195,4,100000131,000000283
3663,195,5,000000283,000000543
3664,195,6,000000543,000000548
3665,195,7,000000548,000000551
3666,195,8,000000551,000000552
3667,195,9,000000552,000001427
3668,195,10,000001427,000001233
3669,196,1,000000505,000000507
3670,196,2,000000507,000000509
3671,196,3,000000509,000001459
3672,197,1,000000916,000000914
3673,197,2,000000914,000000915
3674,197,3,000000915,000000505
3675,197,4,000000505,000000507
3676,197,5,000000507,000000509
3677,197,6,000000509,000000503
3678,197,7,000000503,000000512
3679,197,8,000000512,000000510
3680,197,9,000000510,000000138
3681,197,10,000000138,000000563
3682,197,11,000000563,000000638
3683,197,12,000000638,000000864
3684,198,1,000001313,000000718
3685,198,2,000000718,000000527
3686,198,3,000000527,000000721
3687,198,4,000000721,000000534
3688,198,5,000000534,000000538
3689,198,6,000000538,000000540
3690,198,7,000000540,000000542
3691,198,8,000000542,000000282
3692,198,9,000000282,000000193
3693,198,10,000000193,100000010
3694,198,11,100000010,000000248
3695,198,12,000000248,000000250
3696,198,13,000000250,000000177
3697,198,14,000000177,000000182
3698,198,15,000000182,000000165
3699,198,16,000000165,000000164
3700,198,17,000000164,000000162
3701,198,18,000000162,000001396
3702,198,19,000001396,000000161
3703,199,1,000000203,000000283
3704,199,2,000000283,000001337
3705,199,3,000001337,000000541
3706,199,4,000000541,000000539
3707,199,5,000000539,000000535
3708,199,6,000000535,000000720
3709,199,7,000000720,000000528
3710,199,8,000000528,000000717
3711,199,9,000000717,000001312
3712,199,10,000001312,000000530
3713,199,11,000000530,000000526
3714,199,12,000000526,000000524
3715,199,13,000000524,000000522
3716,199,14,000000522,000000520
3717,199,15,000000520,000000715
3718,199,16,000000715,000000632
3719,199,17,000000632,000000511
3720,199,18,000000511,000000513
3721,199,19,000000513,000001182
3722,199,20,000001182,000000508
3723,199,21,000000508,000000506
3724,199,22,000000506,000001232
3725,200,1,000000203,000000193
3726,200,2,000000193,100000010
3727,200,3,100000010,000000804
3728,200,4,000000804,000000628
3729,200,5,000000628,100000032
3730,200,6,100000032,000000672
3731,200,7,000000672,000001437
3732,200,8,000001437,000000559
3733,200,9,000000559,000001464
3734,201,1,000000543,000001497
3735,201,2,000001497,000001495
3736,201,3,000001495,100000147
3737,201,4,100000147,000000776
3738,201,5,000000776,000000773
3739,201,6,000000773,000000771
3740,201,7,000000771,000000608
3741,201,8,000000608,100000041
3742,202,1,000001540,000001539
3743,202,2,000001539,000001537
3744,202,3,000001537,100000029
3745,202,4,100000029,100000030
3746,202,5,100000030,000000576
3747,202,6,000000576,000000549
3748,202,7,000000549,000000542
3749,202,8,000000542,000000282
3750,202,9,000000282,000000279
3751,202,10,000000279,000000286
3752,202,11,000000286,000001543
3753,203,1,000000900,000000333
3754,203,2,000000333,000000331
3755,203,3,000000331,000001258
3756,203,4,000001258,000001256
3757,203,5,000001256,000001254
3758,203,6,000001254,000000314
3759,203,7,000000314,000000241
3760,203,8,000000241,000000243
3761,203,9,000000243,000001444
3762,203,10,000001444,000000245
3763,203,11,000000245,000000247
3764,203,12,000000247,000000269
3765,203,13,000000269,000000267
3766,203,14,000000267,000000265
3767,203,15,000000265,000000263
3768,203,16,000000263,000000261
3769,203,17,000000261,000000177
3770,203,18,000000177,000000182
3771,203,19,000000182,000000165
3772,203,20,000000165,000000164
3773,203,21,000000164,000000162
3774,203,22,000000162,000001396
3775,203,23,000001396,000000005
3776,203,24,000000005,000000007
3777,203,25,000000007,000000008
3778,203,26,000000008,000000010
3779,203,27,000000010,000000019
3780,203,28,000000019,000000021
3781,203,29,000000021,000000037
3782,203,30,000000037,000000039
3783,203,31,000000039,000000041
3784,203,32,000000041,000000043
3785,203,33,000000043,000001292
3786,203,34,000001292,000001467
3787,203,35,000001467,000001465
3788,204,1,000000178,000001404
3789,204,2,000001404,000000154
3790,204,3,000000154,000001154
3791,204,4,000001154,000000159
3792,204,5,000000159,000000176
3793,204,6,000000176,000000256
3794,204,7,000000256,000000271
3795,204,8,000000271,000000305
3796,204,9,000000305,000000417
3797,204,10,000000417,000000363
3798,204,11,000000363,000000421
3799,204,12,000000421,000000419
3800,204,13,000000419,000000422
3801,204,14,000000422,000000424
3802,204,15,000000424,000001205
3803,204,16,000001205,000001207
3804,204,17,000001207,000001209
3805,204,18,000001209,000001211
3806,204,19,000001211,000000770
3807,205,1,000000021,000000037
3808,205,2,000000037,000000039
3809,205,3,000000039,000000041
3810,205,4,000000041,000000043
3811,205,5,000000043,000001292
3812,205,6,000001292,000000045
3813,205,7,000000045,000001290
3814,205,8,000001290,000001288
3815,205,9,000001288,000001286
3816,205,10,000001286,000000515
3817,205,11,000000515,000001284
3818,205,12,000001284,000000563
3819,205,13,000000563,000000638
3820,205,14,000000638,000000864
3821,206,1,000000164,000000162
3822,206,2,000000162,000001396
3823,206,3,000001396,000000634
3824,206,4,000000634,000000561
3825,206,5,000000561,000000528
3826,206,6,000000528,000000717
3827,206,7,000000717,000001312
3828,206,8,000001312,000000530
3829,206,9,000000530,000000526
3830,206,10,000000526,000000524
3831,206,11,000000524,000000522
3832,206,12,000000522,000000520
3833,206,13,000000520,000000715
3834,206,14,000000715,000000563
3835,206,15,000000563,000000638
3836,206,16,000000638,000000864
3837,207,1,000000287,100000131
3838,207,2,100000131,000000582
3839,207,3,000000582,000000200
3840,207,4,000000200,000000293
3841,207,5,000000293,000000299
